"level";"mgName";"mgId";"mgParentId";"mgParentName";"mgASCSecureScore";"Subscription";"SubscriptionId";"SubscriptionQuotaId";"SubscriptionState";"SubscriptionASCSecureScore";"SubscriptionTags";"SubscriptionTagsCount";"Policy";"PolicyDescription";"PolicyVariant";"PolicyType";"PolicyCategory";"PolicyDefinitionIdGuid";"PolicyDefinitionId";"PolicyDefintionScope";"PolicyDefintionScopeMgSub";"PolicyDefintionScopeId";"PolicyDefinitionsScopedLimit";"PolicyDefinitionsScopedCount";"PolicySetDefinitionsScopedLimit";"PolicySetDefinitionsScopedCount";"PolicyAssignmentScope";"PolicyAssignmentScopeMgSubRg";"PolicyAssignmentScopeName";"PolicyAssignmentNotScopes";"PolicyAssignmentId";"PolicyAssignmentName";"PolicyAssignmentDisplayName";"PolicyAssignmentDescription";"PolicyAssignmentEnforcementMode";"PolicyAssignmentNonComplianceMessages";"PolicyAssignmentIdentity";"PolicyAssignmentLimit";"PolicyAssignmentCount";"PolicyAssignmentAtScopeCount";"PolicyAssignmentParametersFormated";"PolicySetAssignmentLimit";"PolicySetAssignmentCount";"PolicySetAssignmentAtScopeCount";"PolicyAndPolicySetAssignmentAtScopeCount";"PolicyAssignmentAssignedBy";"PolicyAssignmentCreatedBy";"PolicyAssignmentCreatedOn";"PolicyAssignmentUpdatedBy";"PolicyAssignmentUpdatedOn";"RoleDefinitionId";"RoleDefinitionName";"RoleAssignmentIdentityDisplayname";"RoleAssignmentIdentitySignInName";"RoleAssignmentIdentityObjectId";"RoleAssignmentIdentityObjectType";"RoleAssignmentId";"RoleAssignmentScope";"RoleAssignmentScopeName";"RoleAssignmentScopeType";"RoleIsCustom";"RoleAssignableScopes";"RoleAssignmentCreatedBy";"RoleAssignmentCreatedOn";"RoleAssignmentCreatedOnUnformatted";"RoleAssignmentUpdatedBy";"RoleAssignmentUpdatedOn";"RoleAssignmentsLimit";"RoleAssignmentsCount";"RoleActions";"RoleNotActions";"RoleDataActions";"RoleNotDataActions";"RoleSecurityCustomRoleOwner";"RoleSecurityOwnerAssignmentSP";"BlueprintName";"BlueprintId";"BlueprintDisplayName";"BlueprintDescription";"BlueprintScoped";"BlueprintAssignmentVersion";"BlueprintAssignmentId"
"2";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"Azure Security Benchmark";"The Azure Security Benchmark initiative represents the policies and controls implementing security recommendations defined in Azure Security Benchmark v2, see https://aka.ms/azsecbm. This also serves as the Azure Security Center default policy initiative. You can directly assign this initiative, or manage its policies and compliance results within Azure Security Center.";"PolicySet";"BuiltIn";"Security Center";"1f3afdf9-d0c9-4c3d-847f-89da613e70a8";"/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8";"n/a";"n/a";"n/a";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH";"Mg";"ESJH";"";"/providers/microsoft.management/managementgroups/esjh/providers/microsoft.authorization/policyassignments/deploy-asc-monitoring";"Deploy-ASC-Monitoring";"ASC-Monitoring";"ASC-Monitoring";"Default";"";"bd1c4f32-24fc-4dab-9427-b84023210b29";"200";"4";"0";"";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:45";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"Deploy Azure Defender settings in Azure Security Center.";"Deploys  the Azure Defender settings in Azure Security Center for  the specific services.";"Policy";"Custom";"Security Center";"deploy-asc-standard";"/providers/microsoft.management/managementgroups/esjh/providers/microsoft.authorization/policydefinitions/deploy-asc-standard";"/providers/Microsoft.Management/managementGroups/ESJH";"Mg";"ESJH";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH";"Mg";"ESJH";"";"/providers/microsoft.management/managementgroups/esjh/providers/microsoft.authorization/policyassignments/deploy-asc-security";"Deploy-ASC-Security";"Deploy-ASC-Defender";"Deploy-ASC-Defender";"Default";"";"4cb4c797-237b-4e64-b2cf-66f841700442";"200";"4";"0";"pricingTierAppServices=Standard, pricingTierArm=Standard, pricingTierContainerRegistry=Standard, pricingTierDns=Standard, pricingTierKeyVaults=Standard, pricingTierKubernetesService=Standard, pricingTierSqlServers=Standard, pricingTierStorageAccounts=Standard, pricingTierVms=Standard";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"Deploy Diagnostic Settings for Activity Log to Log Analytics workspace";"Deploys the diagnostic settings for Activity Log to stream to a Log Analytics workspace when any Activity Log which is missing this diagnostic settings is created or updated. The policy wil  set the diagnostic with category enabled.";"Policy";"Custom";"Monitoring";"deploy-diagnostics-activitylog";"/providers/microsoft.management/managementgroups/esjh/providers/microsoft.authorization/policydefinitions/deploy-diagnostics-activitylog";"/providers/Microsoft.Management/managementGroups/ESJH";"Mg";"ESJH";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH";"Mg";"ESJH";"";"/providers/microsoft.management/managementgroups/esjh/providers/microsoft.authorization/policyassignments/deploy-azactivity-log";"Deploy-AzActivity-Log";"Deploy-AzActivity-Log";"Deploy-AzActivity-Log";"Default";"";"1691aa06-da2e-43f0-98f9-af12494603a9";"200";"4";"0";"logAnalytics=/subscriptions/f28ba982-5ed0-4033-9bdf-e45e4b5df466/resourcegroups/esjh-mgmt/providers/microsoft.operationalinsights/workspaces/esjh-la-f28ba982-5ed0-4033-9bdf-e45e4b5df466, logsEnabled=True";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"Configure Log Analytics agent on Azure Arc enabled Linux servers";"Enable VM insights on servers and machines connected to Azure through Arc enabled servers by installing the Log Analytics agent virtual machine extension. VM insights uses the Log Analytics agent to collect the guest OS performance data, and provides insights into their performance. See more - https://aka.ms/vminsightsdocs.";"Policy";"BuiltIn";"Monitoring";"9d2b61b4-1d14-4a63-be30-d4498e7ad2cf";"/providers/microsoft.authorization/policydefinitions/9d2b61b4-1d14-4a63-be30-d4498e7ad2cf";"n/a";"n/a";"n/a";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH";"Mg";"ESJH";"";"/providers/microsoft.management/managementgroups/esjh/providers/microsoft.authorization/policyassignments/deploy-lx-arc-monitoring";"Deploy-LX-Arc-Monitoring";"Deploy-Linux-Arc-Monitoring";"Deploy-Linux-Arc-Monitoring";"Default";"";"9ed01b2b-9311-41a8-8897-0a329047be49";"200";"4";"0";"logAnalytics=/subscriptions/f28ba982-5ed0-4033-9bdf-e45e4b5df466/resourcegroups/esjh-mgmt/providers/microsoft.operationalinsights/workspaces/esjh-la-f28ba982-5ed0-4033-9bdf-e45e4b5df466";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:44";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"Deploy Diagnostic Settings to Azure Services";"This policy set deploys the configurations of application Azure resources to forward diagnostic logs and metrics to an Azure Log Analytics workspace. See the list of policies of the services that are included ";"PolicySet";"Custom";"Monitoring";"deploy-diag-loganalytics";"/providers/microsoft.management/managementgroups/esjh/providers/microsoft.authorization/policysetdefinitions/deploy-diag-loganalytics";"/providers/Microsoft.Management/managementGroups/ESJH";"Mg";"ESJH";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH";"Mg";"ESJH";"";"/providers/microsoft.management/managementgroups/esjh/providers/microsoft.authorization/policyassignments/deploy-resource-diag";"Deploy-Resource-Diag";"Deploy-Resource-Diag";"Deploy-Resource-Diag";"Default";"";"e51576ad-748d-462b-9d70-cb3b03e6c2e6";"200";"4";"0";"logAnalytics=/subscriptions/f28ba982-5ed0-4033-9bdf-e45e4b5df466/resourcegroups/esjh-mgmt/providers/microsoft.operationalinsights/workspaces/esjh-la-f28ba982-5ed0-4033-9bdf-e45e4b5df466";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:44";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"Enable Azure Monitor for VMs";"Enable Azure Monitor for the virtual machines (VMs) in the specified scope (management group, subscription or resource group). Takes Log Analytics workspace as parameter.";"PolicySet";"BuiltIn";"Monitoring";"55f3eceb-5573-4f18-9695-226972c6d74a";"/providers/microsoft.authorization/policysetdefinitions/55f3eceb-5573-4f18-9695-226972c6d74a";"n/a";"n/a";"n/a";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH";"Mg";"ESJH";"";"/providers/microsoft.management/managementgroups/esjh/providers/microsoft.authorization/policyassignments/deploy-vm-monitoring";"Deploy-VM-Monitoring";"Deploy-VM-Monitoring";"Deploy-VM-Monitoring v2";"Default";"";"065dde0b-5eab-4fce-80ee-ec956e94c498";"200";"4";"0";"logAnalytics_1=/subscriptions/f28ba982-5ed0-4033-9bdf-e45e4b5df466/resourcegroups/esjh-mgmt/providers/microsoft.operationalinsights/workspaces/esjh-la-f28ba982-5ed0-4033-9bdf-e45e4b5df466";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:44";"c295384a-33d9-475e-abaf-d2fb0274299a";"2021-07-09 16:04:52";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"Enable Azure Monitor for Virtual Machine Scale Sets";"Enable Azure Monitor for the Virtual Machine Scale Sets in the specified scope (Management group, Subscription or resource group). Takes Log Analytics workspace as parameter. Note: if your scale set upgradePolicy is set to Manual, you need to apply the extension to the all VMs in the set by calling upgrade on them. In CLI this would be az vmss update-instances.";"PolicySet";"BuiltIn";"Monitoring";"75714362-cae7-409e-9b99-a8e5075b7fad";"/providers/microsoft.authorization/policysetdefinitions/75714362-cae7-409e-9b99-a8e5075b7fad";"n/a";"n/a";"n/a";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH";"Mg";"ESJH";"";"/providers/microsoft.management/managementgroups/esjh/providers/microsoft.authorization/policyassignments/deploy-vmss-monitoring";"Deploy-VMSS-Monitoring";"Deploy-VMSS-Monitoring";"Deploy-VMSS-Monitoring";"Default";"";"a3a4908f-b068-455e-a3f5-38cc5e00448f";"200";"4";"0";"logAnalytics_1=/subscriptions/f28ba982-5ed0-4033-9bdf-e45e4b5df466/resourcegroups/esjh-mgmt/providers/microsoft.operationalinsights/workspaces/esjh-la-f28ba982-5ed0-4033-9bdf-e45e4b5df466";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-platform";"ESJH-platform";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"Configure Log Analytics agent on Azure Arc enabled Windows servers";"Enable VM insights on servers and machines connected to Azure through Arc enabled servers by installing the Log Analytics agent virtual machine extension. VM insights uses the Log Analytics agent to collect the guest OS performance data, and provides insights into their performance. See more - https://aka.ms/vminsightsdocs.";"Policy";"BuiltIn";"Monitoring";"69af7d4a-7b18-4044-93a9-2651498ef203";"/providers/microsoft.authorization/policydefinitions/69af7d4a-7b18-4044-93a9-2651498ef203";"n/a";"n/a";"n/a";"500";"0";"200";"0";"/providers/Microsoft.Management/managementGroups/ESJH";"Mg";"ESJH";"";"/providers/microsoft.management/managementgroups/esjh/providers/microsoft.authorization/policyassignments/deploy-ws-arc-monitoring";"Deploy-WS-Arc-Monitoring";"Deploy-Windows-Arc-Monitoring";"Deploy-Windows-Arc-Monitoring";"Default";"";"b0bdcb08-09c9-4d9d-957e-963d255e7220";"200";"4";"0";"logAnalytics=/subscriptions/f28ba982-5ed0-4033-9bdf-e45e4b5df466/resourcegroups/esjh-mgmt/providers/microsoft.operationalinsights/workspaces/esjh-la-f28ba982-5ed0-4033-9bdf-e45e4b5df466";"200";"4";"0";"0";"n/a";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";;"";"";"0";"0";"";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"18d7d88d-d35e-4fb5-a5c3-7773c20a72d9";"User Access Administrator";"Joe Dalton";"joe.dalton@AzGovViz.onmicrosoft.com";"acf4c68f-7b15-4d70-935b-26116fc2426a";"User";"/providers/Microsoft.Authorization/roleAssignments/0c3ffd6f-942d-433d-8abd-2d0d7f4383e1";"/";"";"MG";"False";"/";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-10 20:27:23";"10/01/2021 20:27:23";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-10 20:27:23";"500";"2";"*/read, Microsoft.Authorization/*, Microsoft.Support/*";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"ESDeploymentAccount";"ESDeploymentAccount@AzGovViz.onmicrosoft.com";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"User";"/providers/Microsoft.Authorization/roleAssignments/6c236776-529f-4132-b034-e399e1cd1a99";"/";"";"MG";"False";"/";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-10 20:51:02";"10/01/2021 20:51:02";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-01-10 20:51:02";"500";"2";"*";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Reader";"Jack Dalton";"JackDalton@AzGovViz.onmicrosoft.com";"c64d2776-a210-428f-b54f-a4a5dd7f8ef8";"User";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/2df03e9d-a1e3-41f5-a95e-efb2b4641f04";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638";"896470ca-9c6e-4176-9b38-5a655403c638";"MG";"False";"/";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-07-19 19:38:25";"19/07/2021 19:38:25";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-07-19 19:38:25";"500";"2";"*/read";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"AzOps";"n/a";"c295384a-33d9-475e-abaf-d2fb0274299a";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/30e36b53-bc6c-412b-a026-96fe7527e27b";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638";"896470ca-9c6e-4176-9b38-5a655403c638";"MG";"False";"/";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-07-06 12:42:21";"06/07/2021 12:42:21";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-07-06 12:42:21";"500";"2";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Reader";"azgovvizwwcsecurity";"n/a";"e261446e-77d2-4cf5-a32a-0fbef8ee1333";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/d7973c31-e58a-4af7-bbcb-a4bac69ba141";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638";"896470ca-9c6e-4176-9b38-5a655403c638";"MG";"False";"/";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-04-27 16:53:54";"27/04/2021 16:53:54";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-04-27 16:53:54";"500";"2";"*/read";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Joe Dalton";"joe.dalton@AzGovViz.onmicrosoft.com";"acf4c68f-7b15-4d70-935b-26116fc2426a";"User";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638/providers/Microsoft.Authorization/roleAssignments/eda95ae6-8581-4558-b3b9-b3cd05cce33d";"/providers/Microsoft.Management/managementGroups/896470ca-9c6e-4176-9b38-5a655403c638";"896470ca-9c6e-4176-9b38-5a655403c638";"MG";"False";"/";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-06-16 13:58:06";"16/06/2021 13:58:06";"acf4c68f-7b15-4d70-935b-26116fc2426a";"2021-06-16 13:58:06";"500";"2";"*";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"acdd72a7-3385-48ef-bd42-f606fba81ae7";"Reader";"ESDeploymentAccount";"ESDeploymentAccount@AzGovViz.onmicrosoft.com";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"User";"/providers/Microsoft.Management/managementGroups/ESJH-sandboxes/providers/Microsoft.Authorization/roleAssignments/5c852bb9-bc65-44cb-a7d7-f230589f9c11";"/providers/Microsoft.Management/managementGroups/ESJH-sandboxes";"ESJH-sandboxes";"MG";"False";"/";"c295384a-33d9-475e-abaf-d2fb0274299a";"2021-07-05 08:20:09";"05/07/2021 08:20:09";"c295384a-33d9-475e-abaf-d2fb0274299a";"2021-07-05 08:44:13";"500";"2";"*/read";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"ESDeploymentAccount";"ESDeploymentAccount@AzGovViz.onmicrosoft.com";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"User";"/providers/Microsoft.Management/managementGroups/ESJH-sandboxes/providers/Microsoft.Authorization/roleAssignments/5c852bb9-bc65-44cb-a7d7-f230589f9c5f";"/providers/Microsoft.Management/managementGroups/ESJH-sandboxes";"ESJH-sandboxes";"MG";"False";"/";"4870c99c-acfe-4210-9212-32949dc37c7a";"2021-01-10 20:56:28";"10/01/2021 20:56:28";"4870c99c-acfe-4210-9212-32949dc37c7a";"2021-01-10 20:56:28";"500";"2";"*";"";"";"";"0";"0";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-VMSS-Monitoring";"n/a";"a3a4908f-b068-455e-a3f5-38cc5e00448f";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/2d361fa3-7bd4-5234-9b12-1f54afa65870";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:50";"10/01/2021 21:00:50";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:50";"500";"2";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-WS-Arc-Monitoring";"n/a";"b0bdcb08-09c9-4d9d-957e-963d255e7220";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/38abf737-131b-52a2-90da-78943675bfed";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:50";"10/01/2021 21:00:50";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:50";"500";"2";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-Resource-Diag";"n/a";"e51576ad-748d-462b-9d70-cb3b03e6c2e6";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/45afca7b-a696-5947-a47f-960081dd1dbc";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"10/01/2021 21:00:47";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"500";"2";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-ASC-Security";"n/a";"4cb4c797-237b-4e64-b2cf-66f841700442";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/538e5329-7b5d-511f-8c05-9c7c32dab0bf";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:50";"10/01/2021 21:00:50";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:50";"500";"2";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-VM-Monitoring";"n/a";"065dde0b-5eab-4fce-80ee-ec956e94c498";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/5d92332d-fe07-5cef-9c6b-33e5025d6374";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"10/01/2021 21:00:47";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"500";"2";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
"2";"ESJH-sandboxes";"ESJH-sandboxes";"ESJH";"ESJH";"isNullOrEmpty";"";"";"";"";"";"";"0";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"0";"0";"0";;"0";"0";"0";"0";"";"";"";"";"";"8e3af657-a8ff-443c-a75c-2fe8c4bcb635";"Owner";"Deploy-LX-Arc-Monitoring";"n/a";"9ed01b2b-9311-41a8-8897-0a329047be49";"ServicePrincipal";"/providers/Microsoft.Management/managementGroups/ESJH/providers/Microsoft.Authorization/roleAssignments/ddc0ff3c-a3d0-5d5b-ba19-116b6572acbf";"/providers/Microsoft.Management/managementGroups/ESJH";"ESJH";"MG";"False";"/";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"10/01/2021 21:00:47";"b790b1e1-6f46-488b-8c5a-708b0db9a149";"2021-01-10 21:00:47";"500";"2";"*";"";"";"";"0";"1";"";"";"";"";"";"";""
